item ID,titles,description,product_type,brand,dietary_considerations,flavor_profile,cost_tier,key_features,categories
44549,"Splenda No Calorie Sweetener, 400-Count Packets","This product is a pack of 400 individual packets of a no-calorie sweetener, ideal for adding sweetness to beverages and foods without the calories associated with sugar.",no-calorie sweetener,Splenda,['No Calorie'],sweet,Medium-Cost,"['single-serving', 'shelf-stable']","Sweeteners, Health-Conscious Options"
44556,Japanese Fruits Daifuku (Rice Cake)-Melon Flavor,A traditional Japanese confection made from soft rice cake filled with sweet melon-flavored filling.,Japanese rice cake,none,"['Gluten-Free', 'Vegetarian']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Sweets and Desserts, Specialty Foods"
44563,"Kraft Old English Cheese Spread, 5-Ounce (Pack of 6)","A creamy and flavorful cheese spread perfect for dipping, spreading on crackers, or enhancing snacks, conveniently packaged in a set of six 5-ounce containers.",gourmet cheese,Kraft,['Gluten-Free'],savory,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'single-serving']","Canned and Packaged Foods, Condiments and Sauces"
44564,"Sparkling ICE Spring Water, Orange Mango, 17-Ounce Bottles (Pack of 12)","A refreshing, flavored sparkling water in a convenient 17-ounce bottle, available in a pack of 12, featuring a blend of orange and mango.",flavored sparkling water,Sparkling ICE,"['Low-Calorie', 'Sugar-Free']",sweet,Medium-Cost,"['shelf-stable', 'single-serving']",Beverages
44571,"Terrasoul Superfoods Raw Cacao Powder (Organic), 16-ounce","This organic raw cacao powder is a versatile ingredient used in baking and cooking, offering a rich chocolate flavor and health benefits from its high antioxidant content.",raw cacao powder,Terrasoul Superfoods,"['Organic', 'Vegan', 'Non-GMO']",bitter,Medium-Cost,"['raw', 'organic', 'versatile ingredient', 'shelf-stable']","Cooking Ingredients, Health Foods"
44576,"Alvita - Ginger Root (Caffeine Free), 24 bag",Caffeine-free ginger root tea bags offer a soothing and aromatic herbal beverage known for its digestive and anti-inflammatory properties.,herbal tea,Alvita,"['Caffeine-Free', 'Herbal']",spicy,Medium-Cost,"['tea bags', 'caffeine-free']","Beverages, Health Foods"
44585,"Five Roses Tea, 100 Tagless Teabags","A box of 100 tagless teabags containing premium black tea, ideal for brewing a rich and flavorful cup of tea.",black tea,Five Roses,['Gluten-Free'],rich,Medium-Cost,"['tagless', 'ready-to-brew', 'bulk packaging']","Beverages, Coffee/Tea"
44589,"King Arthur Flour Multipurpose Flour, Gluten Free, 24-ounces","This gluten-free flour is designed for versatile cooking and baking, providing a reliable substitute for traditional wheat flour in various recipes.",multipurpose flour,King Arthur Flour,['Gluten-Free'],mild,Medium-Cost,"['shelf-stable', 'versatile']","Cooking Ingredients, Dietary Specific Items"
44621,"Yehuda Hummus, 11.3-Ounce Canisters (Pack of 12)","A pack of 12 canisters containing creamy, ready-to-eat hummus, perfect for dipping or spreading on crackers and snacks.",hummus,Yehuda,"['Vegan', 'Gluten-Free']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Health Foods, Canned and Packaged Foods, Condiments and Sauces"
44626,"Nescafe Memento Coffee, Mocha, 8 - Count","This product is a pack of instant mocha-flavored coffee servings, designed for quick preparation and enjoyment.",instant mocha coffee,Nescafe,['Gluten-Free'],"sweet, chocolatey",Medium-Cost,"['ready-to-drink', 'single-serving']",Coffee/Tea
44627,"Let's Do Organic Reduced Fat Shredded Coconut, 8.8 ounce pouches (Pack of 12)","This product is a pack of 12 pouches containing reduced fat shredded coconut, ideal for baking, cooking, or as a topping for various dishes.",shredded coconut,Let's Do Organic,"['Organic', 'Reduced Fat', 'Vegan', 'Gluten-Free']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Cooking Ingredients, Health Foods"
44634,"Tillen Farms Vegetables, Spicy Asparagus, Beans and Snappers, Spicy, 12 oz. 3-Count","This product is a trio of spicy pickled vegetables, including asparagus, beans, and snap peas, packaged in 12-ounce jars for use as flavorful snacks or gourmet additions to various dishes.",spicy pickled vegetables,Tillen Farms,['None'],spicy,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Canned and Packaged Foods, Specialty Foods, Dried and Preserved Foods, Vegetables and Beans, Ethnic and Specialty Foods, Culinary Specialties"
44652,"Dentyne Fire Gum, Spicy Cinnamon, 12-Piece Packs (Pack of 12)","A pack of 12, each containing 12 pieces of spicy cinnamon-flavored chewing gum designed to freshen breath and provide a bold flavor experience.",flavored gum,Dentyne,['none'],spicy,Medium-Cost,"['shelf-stable', 'single-serving']",Snacks
44662,"Sensible Foods Roasted Edamame Crunch Dried Snack, Lunch box size, 0.75-Ounce (Pack of 24)","A pack of 24 individual 0.75-ounce servings of crunchy, roasted edamame snacks, perfect for on-the-go lunches or healthy snacking.",roasted edamame snack,Sensible Foods,"['Vegan', 'Non-GMO', 'Gluten-Free']",savory,Medium-Cost,"['ready-to-eat', 'single-serving', 'shelf-stable']","Snacks, Health Foods"
44675,"Davidson's Tea Bulk, Imperial Green Tea, 16-Ounce Bag","This is a 16-ounce bag of high-quality imperial green tea, ideal for brewing a refreshing and healthful beverage.",Imperial Green Tea,Davidson's Tea,"['Organic', 'Non-GMO']",grassy,Medium-Cost,"['loose leaf', 'shelf-stable']","Beverages, Coffee/Tea"
44691,Blue Q Gum Get Along With Your CoWorkers,This product is a pack of chewing gum designed to promote a positive and harmonious workplace atmosphere.,flavored chewing gum,Blue Q,['none'],sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']",Snacks
44696,"Ghirardelli Hot Chocolate Mix , Chocolate Mocha, 16 oz Can","A rich and creamy hot chocolate mix featuring a delightful chocolate mocha flavor, conveniently packaged in a 16 oz can for easy preparation of warm beverages.",hot chocolate mix,Ghirardelli,[],sweet,Medium-Cost,"['ready-to-mix', 'shelf-stable']","Beverages, Canned and Packaged Foods"
44705,"Maruchan Ramen Unique Variety Pack; 3oz Mushroom, Pork, Roast Beef, and Creamy Chicken (Pack of 24)","This variety pack contains 24 individual 3oz cups of instant ramen noodles featuring four distinct flavors: mushroom, pork, roast beef, and creamy chicken, perfect for quick and satisfying meals.",instant ramen cups,Maruchan,['Contains Wheat'],savory,Low-Cost,"['ready-to-eat', 'single-serving', 'shelf-stable']","Grains and Pasta, Prepared and Ready-Made Meals"
44725,SAN FRANCISCO BAY PUMPKIN SPICE 24 ONE CUPS for Keurig K-Cup Brewers,"Single-serve coffee pods featuring a pumpkin spice flavor, designed for use with Keurig K-Cup brewers.",single-serve coffee pods,San Francisco Bay,['Gluten-Free'],pumpkin spice,Medium-Cost,"['single-serving', 'ready-to-brew']","Beverages, Coffee/Tea"
44726,"Badia Gourmet Peppercorn Blend, 16-ounces","A blend of various gourmet peppercorns, this 16-ounce product enhances the flavor of dishes with its robust and aromatic spice profile.",gourmet pepper blend,Badia,"['Non-GMO', 'Gluten-Free']",spicy,Medium-Cost,"['shelf-stable', 'ready-to-use']",Cooking Ingredients
44734,"Kazu &reg; 100% USDA Organic Japanese Matcha, 9 Ounces Value Pack (200 Cups of Tea) with Bonus Gift","This product is a value pack of organic Japanese matcha powder, providing enough for approximately 200 cups of tea, and includes a bonus gift.",Japanese Matcha Powder,Kazu,"['Organic', 'Natural']",earthy,Medium-Cost,"['shelf-stable', 'powdered form']","Beverages, Health Foods, Dietary Specific Items, Coffee/Tea"
44743,Pantainorasingh brand Thai Sweet Chili Sauce for Spring Rolls - 9.6 oz x 3 bottles,"A set of three 9.6-ounce bottles of a sweet and mildly spicy Thai chili sauce, ideal for dipping spring rolls and enhancing various Asian dishes.",sweet chili sauce,Pantainorasingh,[],sweet and mildly spicy,Medium-Cost,"['ready-to-use', 'shelf-stable']","Cooking Ingredients, Condiments and Sauces, Specialty Foods, Ethnic and Specialty Foods, Culinary Specialties"
44757,Nick's Sticks Grass-Fed Beef Snack Sticks (1.7oz 25 packages of 2 sticks),"These are convenient, protein-packed snack sticks made from grass-fed beef, sold in packages containing two sticks each.",grass-fed beef snack sticks,Nick's Sticks,"['Grass-Fed', 'High-Protein']",savory,Medium-Cost,"['ready-to-eat', 'single-serving']","Snacks, Health Foods"
44758,"Simply Organic Cardamom, 2.82 Ounce","A versatile spice with a sweet and aromatic flavor, ideal for enhancing both sweet and savory dishes, as well as beverages like chai.",spice,Simply Organic,"['Organic', 'Gluten-Free', 'Vegan']",sweet and aromatic,Medium-Cost,"['shelf-stable', 'versatile']","Beverages, Cooking Ingredients"
44800,"The Switch Sparkling Juice, Grape, 8-Ounce Cans (Pack of 24)","A pack of 24 eight-ounce cans containing refreshing sparkling grape juice, perfect for a fruity beverage option without alcohol.",sparkling juice,The Switch,"['Non-Alcoholic', 'Gluten-Free']",sweet,Medium-Cost,"['ready-to-drink', 'shelf-stable', 'single-serving']","Beverages, Canned and Packaged Foods"
44804,"Nature's Way Coconut Oil, 16 Ounce","This 16-ounce jar contains pure coconut oil, commonly used for cooking, baking, and as a health supplement due to its medium-chain fatty acids and potential health benefits.",coconut oil,Nature's Way,['Non-GMO'],neutral,Medium-Cost,"['shelf-stable', 'requires cooking']","Cooking Ingredients, Health Foods"
44810,Mike's Mix Sports Drink 4 lbs-Lemon Aid,A powdered sports drink mix in a lemon flavor designed to provide hydration and electrolytes for athletic performance.,sports drink mix,Mike's Mix,['Electrolyte-Rich'],tart,Medium-Cost,"['requires mixing with water', 'shelf-stable']","Beverages, Health Foods, Dietary Specific Items"
44820,"Enfamil Prosobee Soy Infant Formula Powder with Iron CONCENTRATE, 13 Ounce (Pack of 12) (Packaging May Vary)",This product is a pack of 12 containers of iron-fortified soy-based infant formula powder designed for babies who are lactose intolerant or have a milk allergy.,soy-based infant formula,Enfamil,"['Lactose-Free', 'Soy-Based', 'Iron-Fortified']",mild,Medium-Cost,"['powdered formula', 'requires mixing with water', 'shelf-stable']","Baby Food, Dietary Specific Items"
44822,Nabisco Honey Maid Graham Crackers 4-14.4oz Boxes,"This product includes four boxes of sweet, crispy graham crackers, ideal for snacking or using in dessert recipes.",graham crackers,Nabisco,['Contains Wheat'],sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Cooking Ingredients, Sweets and Desserts"
44836,Lucky Eight Yunnan Pu Erh Natural Black Tea - 100 Individually Wrapped Tea Bags - 7.0 Oz,"This product is a pack of 100 individually wrapped tea bags containing Yunnan Pu Erh black tea, known for its rich flavor and potential health benefits.",Pu Erh Black Tea,Lucky Eight,['Natural'],earthy,Medium-Cost,"['individually wrapped', 'ready-to-brew', 'shelf-stable']","Beverages, Specialty Foods"
44843,"Quaker Instant Oatmeal Fruit &amp; Cream, Variety Pack, 10-Count Box","This product is a convenient variety pack of instant oatmeal packets featuring fruit and cream flavors, designed for a quick and easy breakfast option.",instant oatmeal,Quaker,"['Low-Fat', 'High-Fiber']",sweet,Medium-Cost,"['ready-to-eat', 'single-serving', 'shelf-stable']","Breakfast Foods, Health Foods, Grains and Pasta, Health-Conscious Options"
44863,Turkish Apple Tea,"A traditional beverage from Turkey, this herbal tea features a sweet, fruity flavor reminiscent of fresh apples and is often enjoyed hot or cold.",herbal tea,none,"['Caffeine-Free', 'Gluten-Free', 'Vegan']",sweet,Medium-Cost,"['ready-to-drink', 'can be served hot or cold']","Beverages, Coffee/Tea"
44871,"Stonewall Kitchen Spicy Bar Mix, 8 Ounce Can","A zesty snack blend featuring a mix of crunchy ingredients seasoned with spices, perfect for entertaining or enjoying on its own.",spicy snack mix,Stonewall Kitchen,['Non-GMO'],spicy,Medium-Cost,"['ready-to-eat', 'shelf-stable']",Snacks
44934,"Twinings English Afternoon Tea, Tea Bags, 20-Count, 1.41 oz. Boxes (Pack of 6)","A pack of six boxes containing 20 tea bags each, designed for a refreshing and balanced afternoon tea experience.",afternoon tea,Twinings,"['Non-GMO', 'Gluten-Free']",smooth,Medium-Cost,"['ready-to-brew', 'shelf-stable']","Beverages, Coffee/Tea"
44936,"CK Products Artificial Cr&egrave;me Bouquet Flavor Enhancer, 8 ounce bottle","A concentrated flavor enhancer in an 8-ounce bottle, designed to add a rich crème bouquet taste to baked goods and confections.",flavor enhancer,CK Products,['none'],sweet,Medium-Cost,"['shelf-stable', 'concentrated']","Cooking Ingredients, Sweets and Desserts"
44938,"Maple Grove Farms Fat Free Wasabi Dijon Dressing, 8 Ounce - Pack Of 3","This product is a pack of three 8-ounce bottles of a fat-free salad dressing that combines the flavors of wasabi and Dijon mustard, ideal for adding a zesty kick to salads and dishes.",salad dressing,Maple Grove Farms,['Fat-Free'],zesty and spicy,Medium-Cost,"['shelf-stable', 'ready-to-use']",Condiments and Sauces
44959,"Amy's Low Fat No Chicken Noodle Soup, 14.1-Ounce Cans (Pack of 12)","A pack of twelve 14.1-ounce cans of low-fat vegetable noodle soup designed as a healthy, meat-free alternative to traditional chicken noodle soup.",vegetable noodle soup,Amy's,"['Vegan', 'Low-Fat']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Health Foods, Canned and Packaged Foods, Specialty Foods, Dietary Specific Items, Health-Conscious Options, Prepared and Ready-Made Meals"
44976,Frontier Natural Products Organic Cinnamon Vietnamese Premium Ground -- 1 lb,"This product is a premium quality ground cinnamon sourced from Vietnam, ideal for enhancing the flavor of various dishes and baked goods.",premium ground cinnamon,Frontier Natural Products,['Organic'],sweet,High-Cost,"['ready-to-use', 'shelf-stable']",Cooking Ingredients
44997,"Raw Lucuma Powder (Organic), 16-ounce","A fine powder made from dried lucuma fruit, this organic product is often used as a natural sweetener and flavor enhancer in smoothies, desserts, and health foods.",natural sweetener,none,['Organic'],sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Cooking Ingredients, Health Foods, Sweeteners"
45007,"Chebe Bread Original Cheese Bread Mix, Gluten Free, 7.5-Ounce Bags (Pack of 8)","A gluten-free baking mix for making original cheese-flavored bread, packaged in 7.5-ounce bags and sold in sets of eight.",cheese bread mix,Chebe,['Gluten-Free'],savory,Medium-Cost,"['requires cooking', 'shelf-stable']","Cooking Ingredients, Dietary Specific Items"
45011,"Tortuga Port Royal Blue Mountain Blend Gourmet Ground Coffee, 8 Ounce Bag","This is a gourmet blend of ground coffee featuring the rich, smooth flavors characteristic of Blue Mountain coffee, packaged in an 8-ounce bag for convenient brewing.",gourmet coffee,Tortuga,['None'],smooth,High-Cost,['ready-to-brew'],Coffee/Tea
45023,"CoCo Libre Organic Coconut Water, 11-Ounce (Pack of 12)","This product is a pack of twelve 11-ounce bottles of organic coconut water, a natural beverage known for its refreshing taste and hydration benefits.",coconut water,CoCo Libre,"['Organic', 'Vegan', 'Gluten-Free']",sweet,Medium-Cost,"['ready-to-drink', 'shelf-stable', 'single-serving']","Beverages, Health Foods, Health-Conscious Options"
45047,"Dr. Pepper, 12-Ounce Cans (Pack of 24)",A pack of 24 twelve-ounce cans of a carbonated soft drink known for its unique blend of 23 flavors.,soft drink,Dr. Pepper,[],sweet,Medium-Cost,"['shelf-stable', 'multi-pack']","Beverages, Canned and Packaged Foods"
45050,"Biscoff Cookies, 8.8-Ounce (Pack of 5)","This product features a pack of five 8.8-ounce boxes of spiced caramelized cookies, perfect for snacking or pairing with coffee.",gourmet cookies,Lotus Biscoff,['Vegetarian'],sweet and spiced,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Coffee/Tea"
45052,"Truvia Natural Sweetener, 300-Count Package","A pack of 300 individual servings of a natural sweetener derived from the stevia plant, used as a sugar substitute in cooking and baking.",natural sweetener,Truvia,"['Natural', 'Non-GMO', 'Calorie-Free', 'Vegan']",sweet,Medium-Cost,"['single-serving', '300-count package']","Health Foods, Dietary Specific Items, Sweeteners"
45059,Authentic Foods Vanilla Powder - 3oz,"A finely ground powder made from pure vanilla beans, ideal for flavoring baked goods, beverages, and desserts.",vanilla powder,Authentic Foods,"['Non-GMO', 'Gluten-Free']",sweet,Medium-Cost,"['shelf-stable', 'finely ground']","Cooking Ingredients, Sweets and Desserts"
45069,MAGGI fix &amp; fresh rouladen (Rouladen) (Pack of 4),"A ready-to-use seasoning mix designed for enhancing the flavor of rouladen, conveniently packaged in a set of four servings.",seasoning mix,MAGGI,[],savory,Medium-Cost,"['ready-to-use', 'multi-serving']",Cooking Ingredients
45076,Turkish Figs Sun Dried - 1 lb,"These sun-dried Turkish figs are a naturally sweet and chewy snack, packed with nutrients and perfect for adding to trail mixes, salads, or enjoying on their own.",dried fruit,none,"['Natural', 'High in Fiber']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Health Foods, Dried and Preserved Foods"
45083,"Sunkist Fruit Gems, 5-Pound Bag","Chewy fruit-flavored candies shaped like gems, perfect for snacking or sharing.",chewy candy,Sunkist,['Non-GMO'],sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
45091,"Enjoy Life Soft Baked Cookies Variety Pack, 6-Ounce (Pack of 6)","A selection of soft-baked cookies available in a variety pack, perfect for snacking and made to cater to different taste preferences.",soft-baked cookies,Enjoy Life,"['Gluten-Free', 'Vegan']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'variety pack']","Snacks, Sweets and Desserts"
45110,Mio Fit (Tropical Fusion),A tropical-flavored liquid enhancer designed to add energy-boosting benefits to water or beverages.,liquid beverage enhancer,Mio,"['Low-Calorie', 'Sugar-Free']",tropical,Medium-Cost,"['shelf-stable', 'single-serving']","Beverages, Health Foods, Health-Conscious Options"
45138,"Signature Trail Mix Snacks, Peanut, M7M Candies, Raisins, Almonds, Cashews, 2.81 - Pound","A blend of peanuts, M&M candies, raisins, almonds, and cashews packaged in a 2.81-pound bag, perfect for a nutritious and enjoyable snack on the go.",trail mix,none,['contains nuts'],sweet and nutty,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Nuts and Seeds"
45214,"Dr. McDougall's Right Foods Vegan Tortilla Soup with Baked Chips, 2-Ounce Cups (Pack of 6)","A pack of six 2-ounce cups of vegan tortilla soup, complete with baked chips for added texture and flavor.",vegan tortilla soup,Dr. McDougall's Right Foods,['Vegan'],savory,Medium-Cost,"['ready-to-eat', 'single-serving', 'shelf-stable']","Health Foods, Canned and Packaged Foods, Specialty Foods, Dietary Specific Items, Health-Conscious Options, Prepared and Ready-Made Meals, Ethnic and Specialty Foods"
45217,"Montebello Organic Artisan Pasta from Italy, Whole Wheat Spaghetti, 1-Pounds (Pack of 5)","This product is a five-pack of whole wheat spaghetti made from organic ingredients in Italy, offering a healthier pasta option for various dishes.",whole wheat spaghetti,Montebello,"['Organic', 'Whole Wheat']",nutty,Medium-Cost,"['requires cooking', 'shelf-stable', 'multi-pack']","Health Foods, Grains and Pasta, Health-Conscious Options"
45220,Super Fine Blanched Almond Flour / Powder 5 LB.,"A finely milled flour made from blanched almonds, ideal for gluten-free baking, cooking, and adding nutrition to various recipes.",almond flour,none,"['Gluten-Free', 'Nut-Based']",nutty,Medium-Cost,"['finely milled', 'gluten-free', 'shelf-stable']","Cooking Ingredients, Health Foods"
45237,"York Holiday Peppermint Patties, 1 Pound","These are chocolate-covered peppermint confections, offered in a one-pound package, perfect for festive occasions or as a refreshing treat.",peppermint patties,York,['Contains Sugar'],sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
45250,Choffy - Ultimate Variety Set (12oz. Bags),"A selection of 12-ounce bags featuring various flavors of a chocolate beverage made from roasted cacao beans, designed as a coffee alternative.",chocolate beverage,Choffy,"['Gluten-Free', 'Vegan', 'Non-GMO']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-drink']","Beverages, Health Foods, Specialty Foods, Coffee/Tea, Health-Conscious Options"
45300,"White Ambrosia Fine White Tea, 25 Sachets, White Lion Tea","A selection of premium white tea packaged in 25 sachets, perfect for brewing a delicate and refreshing beverage.",white tea,White Lion Tea,"['Non-GMO', 'Gluten-Free']",delicate,High-Cost,"['single-serving', 'ready-to-brew']",Coffee/Tea
45310,1883 Violet Syrup 1000mL,"A floral-flavored syrup made from violet extract, ideal for enhancing beverages, desserts, and culinary creations.",flavored syrup,1883,[],"floral, sweet",Medium-Cost,"['shelf-stable', 'ready-to-use']","Beverages, Sweets and Desserts, Condiments and Sauces"
45311,"Melitta Single Cup Coffee for K-Cup Brewers, Cafe de Europa Vienna Roast, Dark Roast, 5.08 oz - 12 Count","This product includes 12 single-serve pods of dark roast coffee, specifically crafted for K-Cup brewers, featuring a rich and bold flavor profile inspired by Vienna.",single-serve coffee pods,Melitta,['Gluten-Free'],bold,Medium-Cost,"['single-serving', 'compatible with K-Cup brewers']",Coffee/Tea
45316,Mazola Corn Oil 24oz - 4 Unit Pack,"A versatile cooking oil derived from corn, ideal for frying, baking, and salad dressings, packaged in four 24-ounce bottles for convenience.",corn oil,Mazola,['Non-GMO'],neutral,Medium-Cost,"['shelf-stable', 'multi-pack', 'versatile cooking oil']",Cooking Ingredients
45351,"Emerald Berry Blend Premium Trail Mix, 5.5-Ounce Pouches (Pack of 6)","A nutritious mix of dried berries, nuts, and seeds packaged in convenient 5.5-ounce pouches, perfect for on-the-go snacking or adding to breakfast dishes.",trail mix,none,"['Gluten-Free', 'Non-GMO', 'Vegan']",sweet,Medium-Cost,"['single-serving', 'ready-to-eat', 'shelf-stable']","Snacks, Health Foods, Canned and Packaged Foods, Nuts and Seeds, Health-Conscious Options"
45358,"Stash Tea Vanilla Creme Tea, Loose Leaf, 3.5 Ounce Pouch","A loose leaf black tea infused with vanilla flavor, packaged in a 3.5-ounce pouch, perfect for brewing a rich and creamy cup of tea.",flavored black tea,Stash Tea,['none'],sweet,Medium-Cost,"['loose leaf', 'requires brewing', 'packaged in a pouch']","Beverages, Coffee/Tea"
45368,"Cadbury Easter Caramel Eggs, 4-Count, 4.8oz Boxes (Pack of 6)","A pack of six boxes containing four chocolate eggs filled with creamy caramel, perfect for Easter celebrations.",chocolate caramel eggs,Cadbury,['Gluten-Free'],sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
45388,"Salutesant Grapeseed Oil, 17-Ounce Can (Pack of 3)","This product is a pack of three 17-ounce cans of grapeseed oil, ideal for cooking, baking, and salad dressings due to its mild flavor and high smoke point.",cooking oil,Salutesant,"['Non-GMO', 'Gluten-Free', 'Vegan']",mild,Medium-Cost,"['shelf-stable', 'high smoke point', 'ready-to-use']","Cooking Ingredients, Canned and Packaged Foods"
45410,"Bob's Red Mill Gluten-Free Garbanzo Fava Flour, 22-Ounce Packages (Pack of 4)","A gluten-free flour blend made from garbanzo beans and fava beans, suitable for baking and cooking, available in a pack of four 22-ounce bags.",gluten-free flour blend,Bob's Red Mill,"['Gluten-Free', 'High in Protein', 'High in Fiber']",nutty,Medium-Cost,"['requires cooking', 'shelf-stable']","Cooking Ingredients, Dietary Specific Items"
45418,"Sqwincher 060107-GR Sugar Free Electrolyte Powdered Beverage Mix Lite Qwik Stik, Grape Flavor, 0.11 oz Bag (Pack of 50)","This product is a pack of 50 single-serving, sugar-free electrolyte drink mixes in grape flavor, designed to help rehydrate and replenish electrolytes during physical activity.",electrolyte powdered beverage mix,Sqwincher,['Sugar-Free'],grape,Medium-Cost,"['single-serving', 'shelf-stable']","Beverages, Health Foods, Dietary Specific Items, Health-Conscious Options"
45423,Big Train Fit Frapp&eacute; Coffee Protein Drink Mix VANILLA LATTE. Two 3 Lb Bags,"This product is a protein-rich vanilla latte coffee drink mix, sold in two 3-pound bags, designed for easy preparation of frappé-style beverages.",protein coffee drink mix,Big Train,['High-Protein'],sweet,Medium-Cost,"['easy to prepare', 'shelf-stable', 'single-serving']","Beverages, Health Foods, Coffee/Tea, Health-Conscious Options"
45446,"Bigelow Organic Rooibos with Asian Pear Tea, 1.28-Ounce Boxes (Pack of 6)","A caffeine-free herbal tea blend featuring rooibos and Asian pear, packaged in six boxes for easy brewing.",herbal tea blend,Bigelow,"['Organic', 'Caffeine-Free', 'Gluten-Free', 'Vegan']",sweet and fruity,Medium-Cost,"['caffeine-free', 'easy brewing', 'packaged in boxes']","Beverages, Coffee/Tea"
45463,Medaglia D'Oro Instant Espresso Coffee 2 Ounce,"This is a convenient 2-ounce package of instant espresso coffee, allowing for quick preparation of rich, bold espresso without the need for brewing equipment.",instant espresso coffee,Medaglia D'Oro,"['Gluten-Free', 'Vegan']",rich and bold,Medium-Cost,"['ready-to-use', 'shelf-stable']","Beverages, Coffee/Tea"
45467,"Barilla Gluten Free Rotini Pasta, 12 Ounce Boxes (Pack of 12)","This product is a pack of twelve 12-ounce boxes of gluten-free rotini pasta, suitable for those with gluten sensitivities or celiac disease, and can be used in various pasta dishes.",gluten-free rotini pasta,Barilla,['Gluten-Free'],neutral,Medium-Cost,"['requires cooking', 'shelf-stable']","Grains and Pasta, Dietary Specific Items"
45472,Tiptree Lemon Curd 2 Pack,"A delicious spread made from lemons, sugar, and eggs, perfect for enhancing toast, pastries, or desserts with a tangy, sweet flavor.",lemon curd,Tiptree,['Gluten-Free'],sweet and tart,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Sweets and Desserts, Condiments and Sauces"
45473,"Erin Baker's Breakfast Cookie Chocolate Chunk, Vegan, 3-Ounce Individually Wrapped Cookies (Pack of 12)","These are individually wrapped, vegan chocolate chunk breakfast cookies, designed for a convenient and tasty breakfast option, available in a pack of 12, each weighing 3 ounces.",breakfast cookie,Erin Baker's,['Vegan'],sweet,Medium-Cost,"['individually wrapped', 'ready-to-eat']","Snacks, Breakfast Foods, Health Foods, Health-Conscious Options"
45477,"Teas' Tea Unsweetened Mint Green Tea, 16.9-Ounce Bottles (Pack of 12)","A pack of twelve 16.9-ounce bottles of unsweetened mint green tea, offering a refreshing and calorie-free beverage option.",bottled tea,Teas' Tea,"['Unsweetened', 'Calorie-Free', 'Vegan', 'Gluten-Free']",minty,Medium-Cost,"['ready-to-drink', 'shelf-stable', 'single-serving']","Beverages, Health Foods, Coffee/Tea, Health-Conscious Options"
45495,"Seaweed Love All Natural Roasted Seaweed Variety Pack, Original and Olive Oil, 0.18 Ounce (Pack of 24)","This product is a pack of 24 individual servings of roasted seaweed snacks, featuring original and olive oil flavors, perfect for a healthy, low-calorie snack option.",seaweed snacks,Seaweed Love,"['Vegan', 'Gluten-Free', 'Low-Calorie']",savory,Medium-Cost,"['ready-to-eat', 'single-serving']","Snacks, Health Foods, Health-Conscious Options"
45523,"Bob's Red Mill Granola, Honey Almond, 18-Ounce Bags (Pack of 4)","A pack of four 18-ounce bags of granola featuring honey and almonds, ideal for a nutritious breakfast or snack.",granola,Bob's Red Mill,"['Non-GMO', 'Gluten-Free', 'Low-Sugar']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Breakfast Foods, Health Foods, Nuts and Seeds, Health-Conscious Options"
45527,"Krusteaz No Knead Italian Herb Artisan Bread Mix, 14-Ounce Boxes (Pack of 4)","This product is a convenient mix for making Italian herb artisan bread without the need for kneading, packaged in four 14-ounce boxes.",artisan bread mix,Krusteaz,[],savory,Medium-Cost,"['no kneading required', 'requires baking', 'shelf-stable']","Cooking Ingredients, Specialty Foods"
45528,"Sprout Organic Baby Food Curried Red Lentils and Glazed Carrots with Jasmine Rice, 5.5-Ounce (Pack of 12)","This product is a pack of 12 individual servings of organic baby food made from curried red lentils, glazed carrots, and jasmine rice, designed for easy feeding of infants and toddlers.",organic baby food,Sprout,"['Organic', 'Non-GMO', 'Gluten-Free', 'Vegetarian']",savory,Medium-Cost,"['ready-to-eat', 'single-serving']",Baby Food
45631,"Folgers Coffee, Classic Roast, 48 Ounce","A classic ground coffee blend in a 48-ounce package, ideal for brewing a rich and flavorful cup of coffee.",ground coffee blend,Folgers,['None'],rich,Medium-Cost,"['ready-to-brew', 'shelf-stable']",Coffee/Tea
